ID,Ring-necked Dove,Black Cuckoo,Red-chested Cuckoo,Fiery-necked Nightjar,Green Wood Hoopoe,Crested Barbet,Cape Batis,Olive Bushshrike,Orange-breasted Bushshrike,Bokmakierie,Black-backed Puffback,Southern Boubou,Black-headed Oriole,Fork-tailed Drongo,African Paradise Flycatcher,Sabota Lark,Eastern Clapper Lark,Rufous-naped Lark,Dark-capped Bulbul,Sombre Greenbul,Long-billed Crombec,African Reed Warbler,Rattling Cisticola,Levaillants Cisticola,Tawny-flanked Prinia,Karoo Prinia,Bar-throated Apalis,Green-backed Camaroptera,Chestnut-vented Warbler,Cape White-eye,Karoo Scrub Robin,White-browed Scrub Robin,Cape Robin-Chat,White-browed Robin-Chat,Chorister Robin-Chat,Southern Double-collared Sunbird,White-bellied Sunbird,African Pipit,African Rock Pipit,Cape Bunting
019OYB,2.2184126e-05,1.993338e-05,0.000393712,0.99899966,1.1329046e-06,1.2010468e-06,2.8506068e-07,8.5520287e-07,2.3595248e-07,2.1787726e-07,1.0131258e-05,3.732319e-07,1.2941849e-05,2.5437475e-07,1.6290505e-06,0.00011611962,7.4354016e-06,8.399252e-06,6.695526e-05,0.00031360553,9.788673e-07,8.979346e-09,1.0086106e-06,8.653955e-08,5.0360296e-07,9.2802665e-08,1.1014258e-08,2.3479981e-07,8.7042923e-07,6.038062e-07,1.3582842e-06,6.705443e-07,4.0494433e-07,8.479045e-07,9.100407e-06,9.846085e-07,9.222597e-07,5.8199587e-09,2.5550007e-06,1.6122042e-06
01S9OX,9.679907e-05,7.614525e-06,3.0322348e-05,4.8527186e-06,3.3132725e-05,1.5412572e-05,0.0008015459,6.124109e-05,0.00071364915,0.3880482,3.7013601e-06,0.00019408736,7.908455e-05,0.0005135222,9.15732e-06,0.003391809,0.00014726167,0.0012831531,0.00015844562,3.830327e-05,5.785764e-06,0.008958062,0.00011927025,2.2070393e-05,2.9814633e-05,0.0005468905,0.0042994535,0.00018621498,0.5871183,7.663434e-05,1.2814434e-05,0.00034279912,0.00010700741,9.228069e-06,0.0002148461,1.4584677e-05,1.9474603e-05,0.00013257438,2.7231996e-05,0.002125628
02CS12,0.001542032,0.0014096106,0.0008774435,0.0017206317,0.006493411,0.001669408,0.016459238,0.0013897512,0.011059166,0.008551225,0.020367164,0.00023077466,0.0023227753,0.0054830927,0.004670572,0.0041461987,0.057309233,0.001897878,0.02623679,0.0005859785,0.0018259784,0.014823256,0.021333706,0.0071250866,0.0015560809,0.16091497,0.023122095,0.016249163,0.0028934767,0.00051149743,0.02045744,0.00013448687,0.00024826164,0.00028518372,0.005690936,0.28364772,0.0066343634,0.18667978,0.0074820104,0.06396214
02LM3W,4.8100526e-07,1.0176954e-07,1.3458246e-06,2.3112616e-08,2.0426626e-07,3.0971255e-06,8.284378e-06,0.99486005,2.9970126e-05,3.2107902e-05,9.772472e-07,5.701243e-07,3.0074457e-07,1.243333e-06,4.1150133e-07,1.0608503e-08,3.3483055e-08,1.0215143e-08,1.4138238e-09,7.9409435e-10,5.379936e-08,3.8567714e-07,4.1661195e-08,5.2519734e-08,3.6057815e-10,5.9655164e-08,0.0050325394,2.2228045e-05,2.583945e-06,4.408891e-09,5.147442e-09,4.6523272e-07,1.5081023e-09,3.30929e-08,5.9704655e-07,4.755233e-09,1.4221384e-06,2.3654986e-08,2.0855552e-08,2.677269e-07
0C3A2V,0.000191302,2.9725818e-05,6.871403e-05,0.0006634897,0.012679382,2.0196645e-05,0.00016495856,0.0028439523,1.1178203e-05,1.1753307e-07,0.01284861,9.244027e-06,0.0008352147,0.006851615,0.009613451,1.5661522e-05,1.1409822e-05,3.3627304e-05,1.7611192e-05,3.5002683e-06,0.0022017362,7.336178e-05,1.9543818e-06,0.00046139237,3.0823371e-06,8.859662e-06,0.0008631403,0.0002450552,1.1361004e-05,0.004883866,8.484079e-05,0.0002989245,0.0018456056,0.9230572,0.018480008,0.0003421912,0.00015027083,4.4335948e-06,4.4680117e-05,2.5032865e-05
0D4A65,2.127725e-05,4.6559137e-05,7.113911e-05,0.00013808376,1.0559213e-05,0.0011598305,0.010275146,0.056129348,1.4486499e-05,0.04384177,5.37958e-05,0.00044976312,0.000892152,3.9659594e-06,0.0003440404,1.3697875e-06,0.00048258083,4.9601897e-07,0.00021424946,3.9970935e-05,8.69578e-05,9.640306e-05,3.6908998e-06,0.0015796657,4.3975388e-06,0.0118908975,0.8596726,0.005272178,0.00011901227,6.691954e-06,0.00031574204,2.9636235e-06,0.00011055765,4.5381337e-05,0.00012435394,2.7346858e-05,2.38843e-06,0.0014667273,0.0020715045,0.0029099034
0DK4NW,0.006813643,0.00052033004,1.7917991e-05,0.00039066054,0.016995255,0.00011799243,0.00020107093,0.0032672894,6.941354e-05,1.9466775e-05,0.9226318,0.0008492616,0.0035214734,5.6576308e-05,0.003341546,2.1712449e-05,0.00024709088,0.0001882576,0.0032514986,0.0067034354,0.00065669767,2.3515813e-05,0.00022222714,0.00015325143,2.429704e-05,0.0021082726,0.0011968185,0.0025072435,5.0710034e-05,0.00012455498,0.00024656972,1.7991097e-06,0.00020367908,0.0007620998,0.0013113683,0.015685622,0.004140414,0.0005988477,4.3968616e-05,0.00071230176
0E1YTK,2.697476e-07,6.806048e-07,1.7400508e-07,3.2851594e-07,6.0755116e-07,2.1262015e-06,3.773204e-06,4.503631e-07,5.273791e-07,4.630123e-07,0.00012008252,1.311414e-07,7.3714756e-07,4.4732863e-07,1.0137699e-05,9.207327e-07,8.608534e-07,2.2095739e-08,1.4839416e-06,1.10301826e-07,4.260536e-06,0.9867156,8.3630875e-06,0.012636626,8.928563e-06,0.00015871723,5.6935525e-05,1.528953e-06,7.3172225e-05,5.7886455e-06,0.0001646507,1.01651054e-07,8.475863e-07,1.05288294e-07,5.769364e-07,6.5817113e-07,3.3166248e-06,3.8898684e-06,8.334989e-06,3.2987077e-06
0E6W1B,5.4524094e-07,4.457543e-07,1.4881372e-05,7.075773e-07,8.120232e-07,1.7538797e-06,1.8361133e-07,9.3668746e-08,9.709307e-07,3.0226222e-06,4.622583e-07,1.11613e-07,2.5446369e-07,7.4688535e-07,1.2329939e-05,0.97475886,3.335201e-05,2.2934964e-05,8.90081e-05,5.5386372e-05,1.595392e-05,8.86025e-07,1.4454173e-05,6.2381165e-05,5.33764e-06,0.0004413589,3.396632e-07,2.4662488e-06,0.022440866,3.5986434e-07,4.089313e-05,6.533233e-05,6.579643e-06,8.635348e-07,7.823858e-07,0.00080998486,1.0882316e-05,5.1941835e-05,6.692388e-05,0.0009644661
0EGKE8,2.221651e-05,0.8329036,0.006476275,0.0002010377,0.0017844405,3.4155964e-05,0.005916092,0.033709586,0.0005999227,0.00013615092,0.00011984183,0.052203234,0.0014134723,0.00034241576,0.00019689808,1.8391025e-06,3.710695e-06,1.2949425e-05,0.00012580845,7.458306e-07,6.0001717e-06,1.46790235e-05,6.574833e-06,8.2391375e-07,0.0002744515,4.852583e-07,4.0182294e-06,0.0007336366,4.9203914e-05,0.00015063248,6.889827e-06,1.8616005e-05,0.00010224079,0.0010923442,0.061233625,6.4093634e-05,2.2444034e-05,3.9329116e-06,7.258685e-06,3.5611936e-06
