ID,Ring-necked Dove,Black Cuckoo,Red-chested Cuckoo,Fiery-necked Nightjar,Green Wood Hoopoe,Crested Barbet,Cape Batis,Olive Bushshrike,Orange-breasted Bushshrike,Bokmakierie,Black-backed Puffback,Southern Boubou,Black-headed Oriole,Fork-tailed Drongo,African Paradise Flycatcher,Sabota Lark,Eastern Clapper Lark,Rufous-naped Lark,Dark-capped Bulbul,Sombre Greenbul,Long-billed Crombec,African Reed Warbler,Rattling Cisticola,Levaillants Cisticola,Tawny-flanked Prinia,Karoo Prinia,Bar-throated Apalis,Green-backed Camaroptera,Chestnut-vented Warbler,Cape White-eye,Karoo Scrub Robin,White-browed Scrub Robin,Cape Robin-Chat,White-browed Robin-Chat,Chorister Robin-Chat,Southern Double-collared Sunbird,White-bellied Sunbird,African Pipit,African Rock Pipit,Cape Bunting
019OYB,0.00024518,0.0016350088,0.0073115043,0.972097,8.837088e-06,7.4573522e-06,0.00016289312,0.00014513017,9.6870324e-05,0.010863861,4.465717e-06,2.4496625e-05,2.6898097e-05,4.0928815e-05,5.634554e-05,2.0412295e-07,4.7654578e-07,8.381993e-06,0.0013996667,2.0656682e-06,8.383831e-06,2.5357972e-06,3.6233248e-06,5.0722107e-08,5.257374e-07,2.8664635e-06,5.9400707e-05,4.637174e-07,2.627776e-05,4.0056761e-07,3.668039e-08,6.274474e-05,4.6756595e-06,0.0050851745,0.00059279293,5.2125394e-08,8.504438e-08,2.9148486e-08,9.459298e-06,2.9510059e-06
01S9OX,4.5075223e-05,0.0012775455,0.0018063557,0.005090546,0.00019454751,3.527443e-05,0.018656757,0.018171312,0.004284491,0.15197244,0.00040118274,0.013957303,0.005714109,0.08387089,0.003164239,0.00035851388,0.016345175,0.0006215545,0.014488041,0.00064994826,5.9561007e-05,0.002814739,0.00081203063,7.0382775e-05,9.6854565e-05,5.5032473e-05,0.0033264672,0.0046592434,0.23871882,0.0009651645,0.00016530734,0.12732513,0.06292161,0.013465029,0.19364783,8.223222e-05,6.941368e-05,1.7036986e-05,0.0066798814,0.002942944
02CS12,0.046007548,0.0017985845,2.4731444e-05,0.005737131,0.026356038,0.024196425,0.013521677,0.0012062273,0.00435517,0.0031522324,0.0035306527,0.002178589,0.00096943066,0.022857754,0.0025817212,0.006683368,0.109190576,0.007528136,0.014407614,0.005289319,0.02467024,0.056779057,0.047904562,0.01903768,0.014216384,0.25840294,0.007642187,0.017639048,0.00030693365,0.0052845604,0.010022637,0.0029668156,0.015815737,0.0045053465,0.00032930807,0.03055451,0.0002345427,0.05009284,0.006535581,0.12548615
02LM3W,0.0005895112,0.01249339,0.0002796671,0.0009951412,0.008531944,0.0014749732,0.109853484,0.66080296,0.022110846,0.1322015,3.18608e-05,0.012544513,0.0021079239,0.0004082163,5.2450683e-05,1.5594049e-05,0.0012002316,1.4651292e-05,0.00042576052,3.3344502e-06,4.08575e-06,0.0015215116,0.00026809864,2.6596157e-05,7.0228416e-05,0.0003373788,0.00086443993,0.011854591,0.0008434156,1.217255e-06,2.1181204e-05,0.0002916838,5.414621e-05,9.4165574e-05,0.01741788,4.3143827e-06,6.6263515e-06,5.9959402e-06,9.223963e-06,0.00016525832
0C3A2V,5.247115e-05,0.00019128235,0.00038444184,0.0003225785,0.001527509,1.8220879e-05,0.00014826776,0.000638495,4.039573e-05,0.00025746017,0.056996025,0.00075383706,0.0016579768,0.07723261,0.050018206,0.00019190642,6.0189806e-05,1.3788881e-05,0.0119785555,0.0026964282,0.0033621339,0.0042040967,0.009005982,0.00071232836,7.1340284e-05,1.3804934e-05,0.0043044854,0.00073245156,0.0022825464,0.39802316,0.00058126065,0.010138595,0.32347238,0.03243192,0.004560852,5.9276208e-05,0.0005439869,3.5620047e-05,7.5871765e-05,0.00020735395
0D4A65,0.0001888456,0.0004905669,0.00028408473,0.0014347112,0.002033958,0.0006448358,0.047097787,0.03711341,0.000924264,0.79661465,0.00042789368,0.0017233174,0.027150014,0.005710592,0.00032663808,0.0001449875,0.0028785055,2.4371117e-05,0.047653563,0.00019797627,5.1354342e-05,0.00019565577,0.0012238106,0.0051055048,1.6978023e-05,0.0005439692,0.00043885584,0.00067630986,0.006420756,1.6209962e-06,0.00082486414,0.0001101473,0.00012428693,4.00617e-06,0.00032123105,2.0241452e-05,2.2570614e-05,0.002138735,0.0035569654,0.005137281
0DK4NW,0.023893502,0.010538645,6.339417e-05,0.003813446,0.29064658,0.013614831,0.059343606,0.15334797,0.011214917,0.034623202,0.019392096,0.021876613,0.0011205194,0.011787354,0.055419926,0.0027086292,0.022316622,0.000686899,0.02307984,0.0024233856,0.0013009147,0.004916237,0.020457085,0.0069592763,0.00066769065,0.0051067695,0.0014964085,0.118912235,0.0042256233,0.0005069287,0.031458326,9.9872086e-05,0.007128027,0.0013927179,0.0018659958,0.0011949124,0.0019828938,0.023194158,0.0008087363,0.0044131745
0E1YTK,1.5658698e-05,0.0006984844,5.275633e-06,3.372513e-05,0.0032765886,9.297573e-05,0.020444477,0.015509121,0.0022646375,0.0025600265,0.0047202026,0.004889152,0.00088557246,0.006239227,0.0028709942,0.0026502265,0.0007879738,2.652559e-05,0.026578521,0.0001855726,0.0010186812,0.5575361,0.017045625,0.07447372,0.005176997,0.006810445,0.007170237,0.17310075,0.0067794146,9.6845106e-05,0.0477236,0.00020182713,0.0005773424,3.0423022e-05,0.0015962948,0.0011958261,0.0010709992,0.0016867542,0.00021416266,0.0017590803
0E6W1B,2.8715215e-07,5.2627024e-07,3.6294313e-07,5.231265e-08,2.9086098e-06,2.3732986e-07,3.4341699e-07,3.9312468e-07,1.1486667e-06,0.00067258533,0.00014443237,8.0959813e-07,1.4971483e-06,9.577785e-05,3.3441836e-06,0.9505517,1.609284e-05,0.00017992736,1.2457874e-05,4.140352e-06,1.27476615e-05,3.2527092e-05,0.023003176,0.00011820637,4.7979916e-05,0.0004564915,1.340954e-06,5.0112765e-05,0.021057127,5.452744e-06,0.0010058758,0.00026564367,0.00022870343,1.7937069e-06,1.6767218e-06,0.00050685083,0.0011079122,7.9925776e-05,4.0152197e-05,0.00028741424
0EGKE8,0.00011272443,0.04644105,0.00042150033,0.0015624253,0.00065379165,0.00024711175,0.2626468,0.2471648,0.06354707,0.06019615,7.8549965e-05,0.024396978,0.0017270516,0.0003743171,9.19741e-05,2.6827756e-05,0.0006845982,1.2800752e-05,0.00025835505,1.8227785e-05,1.2362482e-05,0.0026173112,0.00035138513,4.0597537e-05,0.00012773041,0.0001085416,0.00040382208,0.0036376133,0.00021511732,1.2264323e-05,3.4364835e-05,0.0014181606,0.00014985834,0.0067211897,0.27337486,7.2728603e-06,1.325599e-05,1.9858032e-06,2.4577808e-05,6.455191e-05
